id,date,car,seat_color,car_color,value (US$ mi),value off (US$ mi),discount (%),total (US$ mi),salesperson,city,country
418,2017-7-13,Bugatti La Voiture Noire,white,blue,14.01939,13.829369342301687,3,13.414488262032636,Nadia,riad,Saudi Arabia
419,2017-7-20,Ferrari Pininfarina Sergio,red,red,2.31525,2.283485565195927,3,2.2149809982400495,Soraia,riad,Saudi Arabia
420,2017-7-10,Koenigsegg CCXR Trevita,red,silver,3.7044,3.662480751646522,3,3.5526063290971264,Iasmin,riad,Saudi Arabia
421,2017-7-5,Lamborghini Veneno Roadster,brown,gold,3.472875,3.4292662930273567,0,3.4292662930273567,Aisha,riad,Saudi Arabia
422,2017-7-13,Bugatti La Voiture Noire,black,blue,13.744499999999999,13.543925972775845,3,13.13760819359257,Laila,riad,Saudi Arabia
423,2017-7-3,Lamborghini Veneno Roadster,white,blue,3.37365,3.338958048784023,3,3.238789307320502,Iasmin,riad,Saudi Arabia
424,2017-7-9,Bugatti La Voiture Noire,red,silver,14.431724999999998,14.2129241944254,2,13.928665710536892,Isa,riad,Saudi Arabia
425,2017-8-1,Bugatti La Voiture Noire,brown,blue,14.431724999999998,14.284893977735022,1,14.142045037957672,Helena,sao paulo,brazil
426,2017-8-4,Bugatti La Voiture Noire,white,silver,14.01939,13.8293665481281,3,13.414485551684256,Laura,sao paulo,brazil
427,2017-8-20,Bugatti Chiron,brown,blue,2.2380750000000003,2.2048985193593627,2,2.1608005489721753,Alice,sao paulo,brazil
428,2017-8-14,McLaren P1 LM,white,white,2.694636,2.6517043139418837,1,2.625187270802465,Lorena,new york,united state
429,2017-8-7,Bugatti Veyron by Mansory Vivere,red,black,2.499,2.4721496588243275,2,2.422706665647841,Maitê,new york,united state
430,2017-8-6,W Motors Lykan Hypersport,black,gold,2.499,2.4741441378278015,0,2.4741441378278015,Valentina,new york,united state
431,2017-8-19,Koenigsegg CCXR Trevita,red,blue,3.7044,3.6673877609672063,3,3.5573661281381903,Lorena,new york,united state
432,2017-8-5,Bugatti La Voiture Noire,white,black,13.351799999999999,13.229219749719794,2,12.964635354725399,Maitê,new york,united state
433,2017-8-10,Aston Martin Valkyrie,brown,blue,2.4696,2.4398848233486254,0,2.4398848233486254,Mariana,new york,united state
434,2017-8-17,Bugatti La Voiture Noire,red,red,14.431724999999998,14.258375766726092,0,14.258375766726092,Eloá,new york,united state
435,2017-8-15,Lamborghini Veneno Roadster,white,gold,3.37365,3.326584963506152,1,3.2933191138710907,Valentina,new york,united state
436,2017-8-9,W Motors Lykan Hypersport,brown,silver,2.6239500000000002,2.599399504359488,1,2.573405509315893,Eloá,new york,united state
437,2017-8-9,Rolls-Royce Sweptail,black,white,9.139199999999999,9.000997356580992,1,8.910987383015183,Lorena,new york,united state
438,2017-8-15,Lamborghini Veneno Roadster,white,silver,3.37365,3.3410638050346573,2,3.2742425289339643,Liz,new york,united state
439,2017-8-5,Aston Martin Valkyrie,black,white,2.2847999999999997,2.2572342718988727,1,2.234661929179884,Valentina,new york,united state
440,2017-8-5,McLaren P1 LM,red,gold,2.855475,2.8215759100395723,1,2.7933601509391766,Liz,new york,united state
441,2017-8-4,Bugatti Veyron by Mansory Vivere,brown,blue,2.6239500000000002,2.5961729691659166,2,2.544249509782598,Lívia,new york,united state
442,2017-8-6,Bugatti Veyron by Mansory Vivere,black,red,2.499,2.4735767409683214,2,2.4241052061489547,Eloá,new york,united state
443,2017-8-18,Bugatti Chiron,brown,red,2.2380750000000003,2.213722478102295,2,2.169448028540249,Maria Luísa,new york,united state
444,2017-8-24,Bugatti La Voiture Noire,black,blue,13.744499999999999,13.620302981469205,3,13.21169389202513,Samuel,toronto,canada
445,2017-8-2,Bugatti La Voiture Noire,brown,blue,14.431724999999998,14.201338538929528,0,14.201338538929528,Pedro,toronto,canada
446,2017-8-18,Lamborghini Veneno Roadster,black,gold,3.3075,3.2546984929040383,1,3.222151507974998,Théo,toronto,canada
447,2017-8-5,Ferrari Pininfarina Sergio,red,blue,2.31525,2.293188562079558,0,2.293188562079558,Pedro,toronto,canada
448,2017-8-14,Ferrari Pininfarina Sergio,black,white,2.1419999999999995,2.1209134749117404,2,2.0784952054135055,Rafael,lisboa,portugal
449,2017-8-22,McLaren P1 LM,red,black,2.7195,2.692506386335112,0,2.692506386335112,Isaac,lisboa,portugal
450,2017-8-18,Ferrari Pininfarina Sergio,brown,white,2.2491,2.2193476864581645,3,2.1527672558644197,Rafael,lisboa,portugal
451,2017-8-2,Bugatti Chiron,brown,gold,2.2380750000000003,2.2096942953610057,2,2.1655004094537857,Henrique,lisboa,portugal
452,2017-8-10,Bugatti Chiron,brown,red,2.2380750000000003,2.217272008639663,1,2.1950992885532665,Rafael,lisboa,portugal
453,2017-8-19,Bugatti Veyron by Mansory Vivere,brown,silver,2.6239500000000002,2.584682459241519,3,2.5071419854642736,Henrique,lisboa,portugal
454,2017-8-17,W Motors Lykan Hypersport,brown,red,2.6239500000000002,2.5858386531801894,1,2.5599802666483873,Joaquim,lisboa,portugal
455,2017-8-17,Lamborghini Veneno Roadster,black,white,3.213,3.173923615705438,2,3.1104451433913294,Joaquim,lisboa,portugal
456,2017-8-17,Lamborghini Veneno Roadster,black,red,3.3075,3.2782595981582534,2,3.212694406195088,Nicolas,lisboa,portugal
457,2017-8-10,Lamborghini Veneno Roadster,white,blue,3.37365,3.3429757071061275,3,3.2426864358929435,Rafael,lisboa,portugal
458,2017-8-2,Bugatti La Voiture Noire,red,silver,14.431724999999998,14.216485254554167,2,13.932155549463083,Nicolas,lisboa,portugal
459,2017-8-15,Bugatti Veyron by Mansory Vivere,brown,blue,2.6239500000000002,2.588523362130475,0,2.588523362130475,Yumi,tokio,japan
460,2017-8-12,Lamborghini Veneno Roadster,brown,silver,3.472875,3.4417375976436264,2,3.3729028456907537,Hana,tokio,japan
461,2017-8-14,Aston Martin Valkyrie,black,silver,2.352,2.3167501120746565,3,2.2472476087124167,Sayuri,tokio,japan
462,2017-8-5,Bugatti Veyron by Mansory Vivere,red,white,2.5489800000000002,2.5204526449673263,1,2.495248118517653,Yumi,tokio,japan
463,2017-8-20,Aston Martin Valkyrie,black,silver,2.352,2.326448205581968,2,2.2799192414703287,Hinata,tokio,japan
464,2017-8-6,Lamborghini Veneno Roadster,brown,white,3.37365,3.328570948816441,3,3.2287138203519476,Hinata,tokio,japan
465,2017-8-12,Bugatti La Voiture Noire,white,white,13.618836,13.444579066216235,3,13.041241694229749,Hana,tokio,japan
466,2017-8-23,Bugatti Veyron by Mansory Vivere,brown,silver,2.6239500000000002,2.584244027973647,2,2.532559147414174,Akemi,tokio,japan
467,2017-8-13,Bugatti Chiron,brown,white,2.17413,2.1495699524299674,2,2.106578553381368,Yumi,tokio,japan
468,2017-8-6,Bugatti La Voiture Noire,red,black,13.744499999999999,13.575777278202349,2,13.304261732638302,Yumi,tokio,japan
469,2017-8-10,Ferrari Pininfarina Sergio,white,blue,2.2490999999999994,2.226307043343921,3,2.1595178320436035,Akemi,tokio,japan
470,2017-8-24,Koenigsegg CCXR Trevita,black,black,3.36,3.3087741812334723,1,3.2756864394211376,Hinata,tokio,japan
471,2017-8-9,Rolls-Royce Sweptail,brown,gold,9.8784,9.770036366408076,0,9.770036366408076,Iasmin,riad,Saudi Arabia
472,2017-8-11,Bugatti La Voiture Noire,red,blue,14.431724999999998,14.225832772820356,0,14.225832772820356,Jamile,riad,Saudi Arabia
473,2017-8-2,Aston Martin Valkyrie,brown,black,2.352,2.3196180831720143,0,2.3196180831720143,Jamile,riad,Saudi Arabia
474,2017-8-8,Ferrari Pininfarina Sergio,black,gold,2.2049999999999996,2.176230339657279,1,2.1544680362607065,Jamile,riad,Saudi Arabia
475,2017-9-7,Lamborghini Veneno Roadster,brown,red,3.472875,3.4424992843573627,0,3.4424992843573627,Heloísa,sao paulo,brazil
476,2017-9-12,Rolls-Royce Sweptail,black,gold,9.408,9.292134155890578,2,9.106291472772766,Sophia,sao paulo,brazil
477,2017-9-7,Koenigsegg CCXR Trevita,brown,red,3.7044,3.6467141626305235,1,3.610247021004218,Heloísa,sao paulo,brazil
478,2017-9-22,McLaren P1 LM,brown,black,2.7195,2.689130930493821,3,2.6084570025790064,Manuela,sao paulo,brazil
479,2017-9-10,Koenigsegg CCXR Trevita,red,black,3.528,3.488096652111316,1,3.453215685590203,Heloísa,sao paulo,brazil
480,2017-9-15,McLaren P1 LM,black,white,2.6418,2.617193637791623,3,2.538677828657874,Sophia,sao paulo,brazil
481,2017-9-21,Koenigsegg CCXR Trevita,white,silver,3.59856,3.5598615519441097,1,3.5242629364246687,Sophia,sao paulo,brazil
482,2017-9-8,Bugatti Veyron by Mansory Vivere,brown,white,2.5489800000000002,2.5086404182958426,3,2.4333812057469673,Alice,sao paulo,brazil
483,2017-9-24,Koenigsegg CCXR Trevita,black,red,3.528,3.472264402339392,1,3.437541758315998,Alice,sao paulo,brazil
484,2017-9-6,Lamborghini Veneno Roadster,black,blue,3.3075,3.2584825550485257,1,3.2258977294980404,Laura,sao paulo,brazil
485,2017-9-4,W Motors Lykan Hypersport,white,blue,2.5489800000000002,2.518568774848922,2,2.4681973993519435,Isabella,sao paulo,brazil
486,2017-9-1,Bugatti Chiron,red,silver,2.2380750000000003,2.212995137923572,0,2.212995137923572,Isabella,sao paulo,brazil
487,2017-9-4,Bugatti La Voiture Noire,white,red,14.01939,13.82344457098014,0,13.82344457098014,Heloísa,sao paulo,brazil
488,2017-9-2,Bugatti Chiron,red,red,2.2380750000000003,2.2056801595771405,2,2.1615665563855977,Alice,sao paulo,brazil
489,2017-9-7,Bugatti Chiron,brown,silver,2.2380750000000003,2.2161490637761436,0,2.2161490637761436,Helena,sao paulo,brazil
490,2017-9-17,Koenigsegg CCXR Trevita,black,white,3.4272,3.3793714933012597,2,3.3117840634352347,Alice,sao paulo,brazil
491,2017-9-16,Rolls-Royce Sweptail,brown,blue,9.8784,9.766072989397102,0,9.766072989397102,Helena,sao paulo,brazil
492,2017-9-12,Bugatti Chiron,white,white,2.112012,2.0881206998538535,0,2.0881206998538535,Lívia,new york,united state
493,2017-9-1,Bugatti Veyron by Mansory Vivere,brown,blue,2.6239500000000002,2.5946638678554277,2,2.542770590498319,Antonella,new york,united state
494,2017-9-19,Bugatti Veyron by Mansory Vivere,black,red,2.499,2.464260478822318,2,2.414975269245872,Valentina,new york,united state
495,2017-9-13,Rolls-Royce Sweptail,black,silver,9.408,9.313259355384288,0,9.313259355384288,Giovanna,new york,united state
496,2017-9-7,Ferrari Pininfarina Sergio,red,silver,2.31525,2.282275926282045,0,2.282275926282045,Maria Luísa,new york,united state
497,2017-9-11,Lamborghini Veneno Roadster,black,blue,3.3075,3.265667366837552,0,3.265667366837552,Lorena,new york,united state
498,2017-9-12,W Motors Lykan Hypersport,white,red,2.5489800000000002,2.526202282477922,3,2.4504162140035843,Eloá,new york,united state
499,2017-9-10,Koenigsegg CCXR Trevita,red,blue,3.7044,3.6673728663198006,0,3.6673728663198006,Eloá,new york,united state
500,2017-9-7,Koenigsegg CCXR Trevita,white,black,3.4272,3.379247952832631,0,3.379247952832631,Lorena,new york,united state
501,2017-9-12,Rolls-Royce Sweptail,brown,red,9.8784,9.782654599447396,0,9.782654599447396,Antonella,new york,united state
502,2017-9-21,Aston Martin Valkyrie,red,gold,2.4696,2.4405342482924843,2,2.3917235633266345,Valentina,new york,united state
503,2017-9-17,Ferrari Pininfarina Sergio,red,silver,2.31525,2.279514020605903,0,2.279514020605903,Mariana,new york,united state
504,2017-9-16,W Motors Lykan Hypersport,red,black,2.499,2.4750486996106273,0,2.4750486996106273,Giovanna,new york,united state
505,2017-9-6,Bugatti La Voiture Noire,black,white,13.351799999999999,13.164723860764461,1,13.033076622156816,Maitê,new york,united state
506,2017-9-7,Bugatti La Voiture Noire,red,black,13.744499999999999,13.532272774866566,0,13.532272774866566,Mariana,new york,united state
507,2017-9-16,Bugatti Veyron by Mansory Vivere,brown,white,2.5489800000000002,2.525376609011494,3,2.4496153107411494,Júlia,new york,united state
508,2017-9-6,W Motors Lykan Hypersport,white,blue,2.5489800000000002,2.5170694699811307,0,2.5170694699811307,Gael,toronto,canada
509,2017-9-11,Lamborghini Veneno Roadster,white,black,3.213,3.1793303911305633,3,3.0839504793966466,Arthur,toronto,canada
510,2017-9-18,Bugatti La Voiture Noire,red,black,13.744499999999999,13.548330741062681,2,13.277364126241428,Benício,toronto,canada
511,2017-9-12,Bugatti Veyron by Mansory Vivere,black,black,2.38,2.3485892092021903,1,2.3251033171101683,Matheus,toronto,canada
512,2017-9-3,Lamborghini Veneno Roadster,red,black,3.3075,3.266190196288657,3,3.1682044903999973,Benjamin,toronto,canada
513,2017-9-15,Rolls-Royce Sweptail,black,gold,9.408,9.266093068918012,1,9.173432138228833,Bernardo,toronto,canada
514,2017-9-14,Bugatti La Voiture Noire,black,red,13.744499999999999,13.559164879220683,0,13.559164879220683,Benjamin,toronto,canada
515,2017-9-4,Ferrari Pininfarina Sergio,red,gold,2.31525,2.287653387290348,2,2.241900319544541,Benjamin,toronto,canada
516,2017-9-14,Rolls-Royce Sweptail,red,black,9.408,9.322846350093846,0,9.322846350093846,Heitor,toronto,canada
517,2017-9-14,W Motors Lykan Hypersport,brown,silver,2.6239500000000002,2.59366926919538,1,2.5677325765034262,Heitor,toronto,canada
518,2017-9-19,Rolls-Royce Sweptail,brown,silver,9.8784,9.74220710689185,0,9.74220710689185,Lorenzo,toronto,canada
519,2017-9-24,Lamborghini Veneno Roadster,red,blue,3.472875,3.417626688612178,3,3.315097887953813,Sakura,tokio,japan
520,2017-9-18,Bugatti La Voiture Noire,red,silver,14.431724999999998,14.212287197257167,2,13.928041453312023,Harumi,tokio,japan
521,2017-9-5,Bugatti La Voiture Noire,black,blue,13.744499999999999,13.540524848331298,3,13.134309102881359,Harumi,tokio,japan
522,2017-9-2,Rolls-Royce Sweptail,white,blue,9.59616,9.506950417605706,3,9.221741905077534,Akemi,tokio,japan
523,2017-9-8,Lamborghini Veneno Roadster,white,silver,3.37365,3.3306775603835077,3,3.2307572335720023,Mahina,tokio,japan
524,2017-9-16,W Motors Lykan Hypersport,red,silver,2.6239500000000002,2.5892525660416292,3,2.5115749890603802,Saori,tokio,japan
525,2017-9-4,Lamborghini Veneno Roadster,brown,blue,3.472875,3.4299506491478344,3,3.3270521296733993,Hinata,tokio,japan
526,2017-9-8,Lamborghini Veneno Roadster,red,silver,3.472875,3.424910758236725,3,3.3221634354896232,Yumi,tokio,japan
527,2017-9-16,Koenigsegg CCXR Trevita,red,silver,3.7044,3.6642860595519076,3,3.5543574777653504,Isa,riad,Saudi Arabia
528,2017-9-3,W Motors Lykan Hypersport,black,black,2.38,2.3477602937614197,3,2.277327484948577,Iasmin,riad,Saudi Arabia
529,2017-9-5,Bugatti Veyron by Mansory Vivere,black,red,2.499,2.4732622446265546,3,2.399064377287758,Nadia,riad,Saudi Arabia
530,2017-9-24,Lamborghini Veneno Roadster,brown,silver,3.472875,3.4360383224633737,2,3.367317556014106,Aisha,riad,Saudi Arabia
531,2017-9-2,Ferrari Pininfarina Sergio,white,gold,2.2490999999999994,2.2204216157406296,3,2.153808967268411,Jamile,riad,Saudi Arabia
532,2017-9-8,W Motors Lykan Hypersport,white,silver,2.5489800000000002,2.514982714345279,3,2.4395332329149206,Nadia,riad,Saudi Arabia
533,2017-9-12,Bugatti La Voiture Noire,red,black,13.744499999999999,13.576767290789507,3,13.169464272065822,Nadia,riad,Saudi Arabia
534,2017-9-17,Lamborghini Veneno Roadster,brown,white,3.37365,3.337817223567553,0,3.337817223567553,Laila,riad,Saudi Arabia
535,2017-9-8,Rolls-Royce Sweptail,black,black,8.959999999999999,8.843004004762749,0,8.843004004762749,Iasmin,riad,Saudi Arabia
536,2017-9-16,McLaren P1 LM,white,gold,2.77389,2.7319298871750255,1,2.704610588303275,Jamile,riad,Saudi Arabia
537,2017-9-13,Aston Martin Valkyrie,white,blue,2.39904,2.3631085433407497,3,2.292215287040527,Fatima,riad,Saudi Arabia
538,2017-9-10,Koenigsegg CCXR Trevita,red,gold,3.7044,3.6635829500522696,3,3.5536754615507014,Aisha,riad,Saudi Arabia
539,2017-9-13,W Motors Lykan Hypersport,black,silver,2.499,2.4749838878821455,1,2.450234049003324,Aisha,riad,Saudi Arabia
540,2017-9-15,Koenigsegg CCXR Trevita,black,gold,3.528,3.4888276300640007,3,3.3841628011620806,Fatima,riad,Saudi Arabia
541,2017-9-19,Koenigsegg CCXR Trevita,black,black,3.36,3.3131052475767286,2,3.246843142625194,Nadia,riad,Saudi Arabia
542,2017-9-8,Koenigsegg CCXR Trevita,black,gold,3.528,3.475135792180064,1,3.4403844342582635,Laila,riad,Saudi Arabia
543,2017-9-7,Aston Martin Valkyrie,white,black,2.2847999999999997,2.2605117299070874,2,2.2153014953089456,Isa,riad,Saudi Arabia
544,2017-9-23,Lamborghini Veneno Roadster,brown,gold,3.472875,3.4188723741538394,2,3.3504949266707627,Isa,riad,Saudi Arabia
545,2017-9-4,Lamborghini Veneno Roadster,brown,silver,3.472875,3.4245459434003744,0,3.4245459434003744,Nadia,riad,Saudi Arabia
546,2017-9-7,Bugatti Veyron by Mansory Vivere,brown,white,2.5489800000000002,2.5267095402834423,3,2.450908254074939,Fatima,riad,Saudi Arabia
547,2017-9-14,W Motors Lykan Hypersport,white,silver,2.5489800000000002,2.511016566963439,1,2.485906401293805,Laila,riad,Saudi Arabia
548,2017-9-15,W Motors Lykan Hypersport,red,blue,2.6239500000000002,2.5969301137657945,0,2.5969301137657945,Isa,riad,Saudi Arabia
549,2017-10-13,Koenigsegg CCXR Trevita,white,white,3.495744,3.4459146283559554,0,3.4459146283559554,Alice,sao paulo,brazil
550,2017-10-1,Bugatti Chiron,white,silver,2.17413,2.1398026154352294,1,2.118404589280877,Sophia,sao paulo,brazil
551,2017-10-20,W Motors Lykan Hypersport,red,silver,2.6239500000000002,2.5973365145773535,3,2.519416419140033,Isabella,sao paulo,brazil
552,2017-10-10,Bugatti Chiron,black,red,2.1315,2.11123015469647,3,2.0478932500555755,Luísa,sao paulo,brazil
553,2017-10-14,Aston Martin Valkyrie,brown,blue,2.4696,2.430526812925548,2,2.381916276667037,Sophia,sao paulo,brazil
554,2017-10-23,Ferrari Pininfarina Sergio,black,red,2.2049999999999996,2.1787248797627874,3,2.1133631333699037,Helena,sao paulo,brazil
555,2017-10-14,Ferrari Pininfarina Sergio,white,black,2.1419999999999995,2.1082013328417153,2,2.066037306184881,Manuela,sao paulo,brazil
556,2017-10-4,Rolls-Royce Sweptail,white,white,9.321983999999999,9.177700756760999,1,9.08592374919339,Manuela,sao paulo,brazil
557,2017-10-11,Rolls-Royce Sweptail,white,blue,9.59616,9.445129164454455,3,9.161775289520822,Sophia,sao paulo,brazil
558,2017-10-22,Rolls-Royce Sweptail,red,silver,9.8784,9.723008676221708,1,9.625778589459491,Laura,sao paulo,brazil
559,2017-10-13,McLaren P1 LM,black,white,2.6418,2.6083622625045457,3,2.5301113946294094,Isabella,sao paulo,brazil
560,2017-10-17,W Motors Lykan Hypersport,white,gold,2.5489800000000002,2.5268727272592826,1,2.5016039999866897,Luísa,sao paulo,brazil
561,2017-10-5,W Motors Lykan Hypersport,brown,blue,2.6239500000000002,2.5865273517627254,0,2.5865273517627254,Sophia,sao paulo,brazil
562,2017-10-17,Bugatti La Voiture Noire,black,white,13.351799999999999,13.211371404909732,1,13.079257690860635,Sophia,sao paulo,brazil
563,2017-10-13,Lamborghini Veneno Roadster,black,blue,3.3075,3.27523859133613,1,3.242486205422769,Luísa,sao paulo,brazil
564,2017-10-3,W Motors Lykan Hypersport,red,red,2.6239500000000002,2.594715786684585,2,2.5428214709508934,Manuela,sao paulo,brazil
565,2017-10-20,Bugatti Veyron by Mansory Vivere,red,silver,2.6239500000000002,2.6011721400358603,1,2.5751604186355017,Manuela,sao paulo,brazil
566,2017-10-8,Rolls-Royce Sweptail,black,black,8.959999999999999,8.819354955861856,2,8.642967856744619,Laura,sao paulo,brazil
567,2017-10-6,W Motors Lykan Hypersport,white,silver,2.5489800000000002,2.5218784481311776,1,2.496659663649866,Luísa,sao paulo,brazil
568,2017-10-18,Lamborghini Veneno Roadster,brown,blue,3.472875,3.4201197044653995,1,3.3859185074207456,Heloísa,sao paulo,brazil
569,2017-10-12,Rolls-Royce Sweptail,brown,silver,9.8784,9.77014404448665,1,9.672442604041782,Heloísa,sao paulo,brazil
570,2017-10-5,Bugatti La Voiture Noire,black,silver,13.744499999999999,13.551657826808324,2,13.280624670272157,Alice,sao paulo,brazil
571,2017-10-20,Lamborghini Veneno Roadster,brown,blue,3.472875,3.4328368836930343,3,3.329851777182243,Isabella,sao paulo,brazil
572,2017-10-24,Koenigsegg CCXR Trevita,red,gold,3.7044,3.668913539127212,1,3.63222440373594,Mariana,new york,united state
573,2017-10-23,W Motors Lykan Hypersport,white,blue,2.5489800000000002,2.5259431678103588,2,2.4754243044541515,Lorena,new york,united state
574,2017-10-5,Rolls-Royce Sweptail,white,black,9.139199999999999,8.99887818715825,1,8.908889405286667,Cecília,new york,united state
575,2017-10-2,W Motors Lykan Hypersport,white,black,2.4276,2.394170736836139,1,2.3702290294677777,Lívia,new york,united state
576,2017-10-8,Koenigsegg CCXR Trevita,black,red,3.528,3.4891936938123544,3,3.384517882997984,Cecília,new york,united state
577,2017-10-13,Aston Martin Valkyrie,brown,black,2.352,2.3265996690349313,1,2.303333672344582,Maria Luísa,new york,united state
578,2017-10-22,Lamborghini Veneno Roadster,black,black,3.15,3.1111563877279234,1,3.080044823850644,Eloá,new york,united state
579,2017-10-5,Bugatti Chiron,red,blue,2.2380750000000003,2.207465059303589,2,2.1633157581175175,Mariana,new york,united state
580,2017-10-23,Lamborghini Veneno Roadster,white,black,3.213,3.1814635212985127,2,3.1178342508725425,Giovanna,new york,united state
581,2017-10-16,Bugatti Chiron,brown,blue,2.2380750000000003,2.216552893963408,3,2.1500563071445056,Lívia,new york,united state
582,2017-10-5,Rolls-Royce Sweptail,red,silver,9.8784,9.779691041963028,1,9.681894131543398,Liz,new york,united state
583,2017-10-9,Aston Martin Valkyrie,brown,red,2.4696,2.4336953990877745,3,2.3606845371151413,Liz,new york,united state
584,2017-10-2,McLaren P1 LM,white,blue,2.77389,2.7485517116548643,3,2.6660951603052183,Maitê,new york,united state
585,2017-10-18,Rolls-Royce Sweptail,black,white,9.139199999999999,9.053294263178094,3,8.781695435282751,Eloá,new york,united state
586,2017-10-6,Aston Martin Valkyrie,black,blue,2.352,2.3318005089458693,0,2.3318005089458693,Maria Luísa,new york,united state
587,2017-10-13,Koenigsegg CCXR Trevita,white,gold,3.59856,3.5510969404209516,0,3.5510969404209516,Bernardo,toronto,canada
588,2017-10-10,Ferrari Pininfarina Sergio,black,red,2.2049999999999996,2.179435191012738,0,2.179435191012738,Arthur,toronto,canada
589,2017-10-7,Bugatti Chiron,white,silver,2.17413,2.150918035616717,2,2.107899674904383,Arthur,toronto,canada
590,2017-10-20,Rolls-Royce Sweptail,red,black,9.408,9.291379630424098,3,9.012638241511375,Matheus,toronto,canada
591,2017-10-7,Bugatti Veyron by Mansory Vivere,black,red,2.499,2.4749539903107496,2,2.4254549105045347,Samuel,toronto,canada
592,2017-10-22,McLaren P1 LM,red,white,2.77389,2.7348025614049125,1,2.7074545357908635,Théo,toronto,canada
593,2017-10-12,Bugatti Veyron by Mansory Vivere,black,blue,2.499,2.4762760788719347,1,2.451513318083215,Lorenzo,toronto,canada
594,2017-10-3,W Motors Lykan Hypersport,white,silver,2.5489800000000002,2.5186100767341526,3,2.443051774432128,Isaac,lisboa,portugal
595,2017-10-11,Ferrari Pininfarina Sergio,white,blue,2.2490999999999994,2.2190225669454016,1,2.1968323412759476,Joaquim,lisboa,portugal
596,2017-10-14,Koenigsegg CCXR Trevita,red,silver,3.7044,3.657761411799807,1,3.621183797681809,Isaac,lisboa,portugal
597,2017-10-20,Aston Martin Valkyrie,white,black,2.2847999999999997,2.2586077081214344,0,2.2586077081214344,Rafael,lisboa,portugal
598,2017-10-2,Bugatti Chiron,brown,red,2.2380750000000003,2.2125096605964525,2,2.1682594673845235,Rafael,lisboa,portugal
599,2017-10-15,W Motors Lykan Hypersport,red,red,2.6239500000000002,2.5822013881220367,3,2.5047353464783755,Rafael,lisboa,portugal
600,2017-10-23,Lamborghini Veneno Roadster,red,blue,3.472875,3.4252479388250245,1,3.390995459436774,Henrique,lisboa,portugal
601,2017-10-19,W Motors Lykan Hypersport,white,silver,2.5489800000000002,2.5265647992272293,3,2.4507678552504126,Isaac,lisboa,portugal
602,2017-10-4,Lamborghini Veneno Roadster,brown,blue,3.472875,3.4185611108894407,2,3.3501898886716517,Joaquim,lisboa,portugal
603,2017-10-22,W Motors Lykan Hypersport,black,gold,2.499,2.4684667606858763,2,2.4190974254721587,Joaquim,lisboa,portugal
604,2017-10-3,Rolls-Royce Sweptail,black,red,9.408,9.323668117096648,3,9.043958073583749,Henrique,lisboa,portugal
605,2017-10-18,W Motors Lykan Hypersport,brown,blue,2.6239500000000002,2.59111438763717,2,2.5392920998844266,Henrique,lisboa,portugal
606,2017-10-22,Rolls-Royce Sweptail,brown,blue,9.8784,9.732043427300578,3,9.440082124481561,Joaquim,lisboa,portugal
607,2017-10-11,Koenigsegg CCXR Trevita,brown,black,3.528,3.481064815209776,0,3.481064815209776,Henrique,lisboa,portugal
608,2017-10-9,Lamborghini Veneno Roadster,white,silver,3.37365,3.33558876468083,1,3.302232877034022,Rafael,lisboa,portugal
609,2017-10-14,McLaren P1 LM,brown,white,2.77389,2.7335502818690407,0,2.7335502818690407,Isaac,lisboa,portugal
610,2017-10-5,Koenigsegg CCXR Trevita,white,white,3.495744,3.4606976424723017,3,3.3568767131981327,Henrique,lisboa,portugal
611,2017-10-13,Aston Martin Valkyrie,white,silver,2.39904,2.368565924460273,3,2.297508946726465,Joaquim,lisboa,portugal
612,2017-10-16,Rolls-Royce Sweptail,red,blue,9.8784,9.776505618861416,0,9.776505618861416,Henrique,lisboa,portugal
613,2017-10-14,Ferrari Pininfarina Sergio,black,white,2.1419999999999995,2.117991776733412,3,2.0544520234314096,Henrique,lisboa,portugal
614,2017-10-14,Bugatti Veyron by Mansory Vivere,black,red,2.499,2.469108587101383,3,2.3950353294883415,Sayuri,tokio,japan
615,2017-10-6,McLaren P1 LM,white,red,2.77389,2.7432124188726084,3,2.66091604630643,Mahina,tokio,japan
616,2017-10-3,Aston Martin Valkyrie,red,blue,2.4696,2.4306416032585254,2,2.382028771193355,Akemi,tokio,japan
617,2017-10-6,Lamborghini Veneno Roadster,white,gold,3.37365,3.3229464433790312,0,3.3229464433790312,Naomi,tokio,japan
618,2017-10-9,McLaren P1 LM,brown,white,2.77389,2.748713398924429,1,2.7212262649351846,Hinata,tokio,japan
619,2017-10-1,Bugatti Chiron,red,blue,2.2380750000000003,2.2037283274821227,0,2.2037283274821227,Sakura,tokio,japan
620,2017-10-16,McLaren P1 LM,red,red,2.855475,2.821029711586532,0,2.821029711586532,Yumi,tokio,japan
621,2017-10-13,Aston Martin Valkyrie,brown,black,2.352,2.3303675545896922,3,2.2604565279520017,Yumi,tokio,japan
622,2017-10-13,Bugatti Chiron,brown,red,2.2380750000000003,2.2108187033691804,3,2.144494142268105,Sayuri,tokio,japan
623,2017-10-15,Koenigsegg CCXR Trevita,black,red,3.528,3.481561203488032,3,3.377114367383391,Soraia,riad,Saudi Arabia
624,2017-10-9,Lamborghini Veneno Roadster,black,blue,3.3075,3.275329246634761,0,3.275329246634761,Jamile,riad,Saudi Arabia
625,2017-10-8,Bugatti Veyron by Mansory Vivere,black,white,2.4276,2.4055529897881662,0,2.4055529897881662,Nadia,riad,Saudi Arabia
